Gender,Senior Citizen,Partner,Dependents,Tenure Months,Tenure Groups,Phone Service,Multiple Lines,Internet Service,Online Security,Online Backup,Device Protection,Tech Support,Streaming TV,Streaming Movies,Service Count,Contract,Paperless Billing,Payment Method,Monthly Charges,Charge Category,Total Charges,Churn Value,Churn Reason
Male,Yes,No,No,29,25-36,Yes,No,Fiber optic,No,Yes,Yes,No,Yes,Yes,6,Month-to-month,Yes,Bank transfer (automatic),101.45,High,2948.6,0,
Male,No,Yes,Yes,65,61-72,Yes,Yes,Fiber optic,Yes,Yes,Yes,Yes,No,No,7,Two year,No,Credit card (automatic),94.55,High,6078.75,0,
Male,No,No,No,35,25-36,Yes,Yes,Fiber optic,No,No,Yes,Yes,Yes,No,6,Month-to-month,No,Electronic check,95.5,High,3418.2,0,
Male,No,No,No,64,61-72,Yes,No,Fiber optic,Yes,Yes,No,No,Yes,Yes,6,One year,Yes,Credit card (automatic),100.3,High,6603.8,0,
Female,No,Yes,No,58,49-60,No,No phone service,DSL,No,No,Yes,Yes,Yes,Yes,5,Two year,Yes,Credit card (automatic),55.5,Medium,3166.9,0,
Female,Yes,No,No,18,13-24,Yes,No,DSL,No,Yes,No,No,No,No,3,Month-to-month,Yes,Credit card (automatic),49.85,Low,865.75,0,
Male,No,Yes,Yes,67,61-72,Yes,Yes,Fiber optic,No,Yes,No,No,No,Yes,5,Month-to-month,Yes,Bank transfer (automatic),89.55,High,6373.1,0,
Male,No,Yes,Yes,63,61-72,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,1,Two year,Yes,Mailed check,19.15,Low,1177.05,0,
Female,No,Yes,No,60,49-60,Yes,Yes,Fiber optic,No,Yes,No,No,Yes,Yes,6,Month-to-month,Yes,Electronic check,99.8,High,5985.75,0,
Female,No,Yes,Yes,70,61-72,Yes,Yes,Fiber optic,Yes,Yes,Yes,Yes,Yes,Yes,9,Two year,Yes,Credit card (automatic),113.05,High,7869.05,0,
Female,No,No,No,48,37-48,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,1,One year,No,Mailed check,19.95,Low,936.7,0,
Male,No,Yes,No,12,0-12,Yes,No,DSL,No,No,Yes,Yes,Yes,Yes,6,Month-to-month,Yes,Electronic check,74.15,Medium,741.4,0,
Male,Yes,Yes,No,71,61-72,Yes,Yes,Fiber optic,Yes,Yes,Yes,Yes,No,No,7,One year,Yes,Electronic check,92.0,High,6585.2,0,
Male,Yes,No,No,44,37-48,Yes,No,Fiber optic,No,No,Yes,No,No,No,3,Month-to-month,No,Electronic check,73.85,Medium,3122.4,0,
Male,No,Yes,Yes,45,37-48,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,2,Two year,No,Mailed check,24.45,Low,1088.25,0,
Female,No,No,No,23,13-24,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,2,One year,No,Credit card (automatic),24.8,Low,615.35,0,
Female,No,Yes,No,43,37-48,Yes,Yes,DSL,No,No,No,Yes,Yes,No,5,One year,Yes,Bank transfer (automatic),64.85,Medium,2908.2,0,
Male,No,No,No,35,25-36,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,1,Month-to-month,No,Bank transfer (automatic),20.75,Low,739.9,0,
Male,No,Yes,No,9,0-12,Yes,No,DSL,Yes,Yes,No,Yes,Yes,No,6,Month-to-month,Yes,Mailed check,68.95,Medium,593.85,0,
Female,Yes,Yes,No,65,61-72,Yes,Yes,Fiber optic,Yes,Yes,Yes,No,Yes,Yes,8,Month-to-month,Yes,Credit card (automatic),109.4,High,7227.45,0,
Male,No,No,No,27,25-36,Yes,Yes,DSL,No,No,No,No,No,No,3,Month-to-month,No,Mailed check,49.0,Low,1291.35,0,
Female,No,No,No,40,37-48,Yes,No,DSL,No,No,Yes,No,No,No,3,One year,Yes,Mailed check,50.25,Medium,2023.55,0,
Male,No,Yes,No,8,0-12,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,1,One year,No,Credit card (automatic),19.9,Low,153.95,0,
Female,Yes,Yes,No,58,49-60,Yes,Yes,Fiber optic,No,Yes,No,No,Yes,Yes,6,One year,Yes,Bank transfer (automatic),97.8,High,5458.8,0,
Female,No,Yes,Yes,52,49-60,Yes,No,Fiber optic,Yes,No,Yes,No,Yes,Yes,6,One year,No,Electronic check,100.3,High,5244.45,0,
Male,No,Yes,No,3,0-12,Yes,No,DSL,No,No,Yes,Yes,No,No,4,Month-to-month,Yes,Mailed check,55.8,Medium,154.55,0,
Male,No,No,Yes,41,37-48,Yes,No,Fiber optic,Yes,Yes,Yes,Yes,Yes,Yes,8,Two year,Yes,Electronic check,111.15,High,4507.15,0,
Male,No,No,No,20,13-24,Yes,Yes,Fiber optic,No,No,No,Yes,Yes,Yes,6,Month-to-month,Yes,Mailed check,98.55,High,2031.95,0,
Male,No,No,Yes,1,0-12,Yes,Yes,DSL,No,No,No,No,No,No,3,Month-to-month,Yes,Electronic check,50.05,Medium,50.05,0,
Male,No,No,No,23,13-24,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,1,Month-to-month,No,Electronic check,20.85,Low,473.9,0,
Female,Yes,No,No,6,0-12,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,1,Month-to-month,No,Bank transfer (automatic),19.5,Low,106.8,0,
Male,No,Yes,Yes,8,0-12,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,1,Month-to-month,Yes,Mailed check,19.35,Low,152.6,0,
Male,No,No,No,18,13-24,Yes,Yes,DSL,Yes,No,Yes,No,Yes,No,6,Month-to-month,No,Mailed check,69.5,Medium,1199.4,0,
Male,Yes,No,No,52,49-60,No,No phone service,DSL,Yes,No,No,No,Yes,Yes,4,Month-to-month,Yes,Credit card (automatic),48.8,Low,2555.05,0,
Male,No,No,No,31,25-36,Yes,No,Fiber optic,No,Yes,No,No,Yes,Yes,5,Month-to-month,Yes,Electronic check,94.5,High,2979.2,0,
Male,No,Yes,Yes,29,25-36,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,1,Month-to-month,Yes,Mailed check,20.65,Low,654.85,0,
Female,No,Yes,No,36,25-36,Yes,Yes,Fiber optic,Yes,Yes,Yes,Yes,No,Yes,8,Two year,Yes,Credit card (automatic),106.05,High,3834.4,0,
Male,No,Yes,No,42,37-48,Yes,Yes,Fiber optic,No,No,Yes,Yes,Yes,Yes,7,One year,Yes,Electronic check,108.3,High,4586.15,0,
Female,No,No,No,60,49-60,Yes,No,Fiber optic,No,Yes,Yes,No,Yes,Yes,6,Two year,Yes,Electronic check,99.65,High,5941.05,0,
Male,No,Yes,No,22,13-24,Yes,Yes,Fiber optic,Yes,No,No,Yes,Yes,No,6,Month-to-month,No,Credit card (automatic),95.9,High,2234.95,0,
Male,No,Yes,No,36,25-36,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,1,One year,No,Mailed check,20.0,Low,666.75,0,
Male,No,No,No,9,0-12,Yes,No,DSL,Yes,No,No,Yes,No,Yes,5,Month-to-month,No,Mailed check,64.95,Medium,547.8,0,
Male,No,Yes,Yes,1,0-12,Yes,No,Fiber optic,No,Yes,No,No,No,No,3,Month-to-month,No,Credit card (automatic),74.6,Medium,74.6,0,
Male,No,Yes,Yes,12,0-12,Yes,No,DSL,Yes,No,No,No,No,No,3,Month-to-month,Yes,Electronic check,49.2,Low,571.15,0,
Female,No,No,No,23,13-24,Yes,Yes,DSL,No,No,No,Yes,Yes,Yes,6,One year,Yes,Mailed check,73.75,Medium,1756.6,0,
Male,No,No,No,62,61-72,Yes,Yes,Fiber optic,Yes,Yes,No,No,No,Yes,6,One year,Yes,Bank transfer (automatic),92.3,High,5731.45,0,
Female,No,No,No,8,0-12,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,1,Month-to-month,No,Mailed check,19.2,Low,156.85,0,
Male,No,Yes,No,31,25-36,Yes,Yes,Fiber optic,No,No,Yes,No,Yes,No,5,Month-to-month,No,Credit card (automatic),88.65,High,2683.2,0,
Male,No,Yes,Yes,45,37-48,Yes,Yes,Fiber optic,No,Yes,Yes,No,No,Yes,6,Month-to-month,Yes,Bank transfer (automatic),95.95,High,4456.65,0,
Female,Yes,Yes,No,69,61-72,Yes,Yes,Fiber optic,No,Yes,No,Yes,Yes,Yes,7,Two year,No,Credit card (automatic),105.4,High,6998.95,0,
Male,No,No,No,2,0-12,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,1,Month-to-month,No,Mailed check,20.25,Low,36.8,0,
Female,No,No,No,44,37-48,No,No phone service,DSL,No,No,Yes,No,Yes,Yes,4,One year,Yes,Electronic check,49.05,Low,2265.0,0,
Male,No,No,No,39,37-48,No,No phone service,DSL,No,No,Yes,Yes,No,No,3,One year,No,Mailed check,35.55,Low,1309.15,0,
Male,No,Yes,No,72,61-72,No,No phone service,DSL,Yes,Yes,Yes,Yes,Yes,Yes,7,Two year,Yes,Credit card (automatic),65.1,Medium,4754.3,0,
Female,Yes,No,No,13,13-24,Yes,No,Fiber optic,No,No,Yes,No,Yes,Yes,5,Month-to-month,Yes,Electronic check,96.85,High,1235.55,0,
Female,No,Yes,No,51,49-60,Yes,No,DSL,Yes,Yes,No,Yes,No,Yes,6,One year,Yes,Credit card (automatic),69.75,Medium,3562.5,0,
Female,Yes,Yes,No,71,61-72,Yes,No,Fiber optic,No,Yes,Yes,No,Yes,Yes,6,Two year,Yes,Electronic check,99.2,High,7213.75,0,
Female,No,No,No,56,49-60,Yes,Yes,Fiber optic,No,Yes,Yes,No,Yes,Yes,7,One year,Yes,Electronic check,106.8,High,5914.4,0,
Male,No,No,No,1,0-12,Yes,No,DSL,Yes,No,No,No,No,No,3,Month-to-month,No,Mailed check,51.25,Medium,51.25,0,
Female,No,Yes,No,23,13-24,Yes,No,DSL,Yes,Yes,No,Yes,No,No,5,One year,Yes,Mailed check,57.75,Medium,1282.85,0,
Female,Yes,Yes,No,66,61-72,Yes,Yes,DSL,No,Yes,Yes,No,Yes,No,6,One year,Yes,Bank transfer (automatic),70.85,Medium,4738.85,0,
Female,No,No,No,1,0-12,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,1,Month-to-month,No,Mailed check,19.55,Low,19.55,0,
Male,No,No,No,11,0-12,Yes,No,Fiber optic,Yes,No,Yes,No,No,No,4,Month-to-month,Yes,Bank transfer (automatic),79.5,Medium,795.65,0,
Female,No,Yes,Yes,52,49-60,Yes,Yes,Fiber optic,Yes,Yes,Yes,No,No,Yes,7,Month-to-month,No,Bank transfer (automatic),98.15,High,4993.4,0,
Male,No,No,No,3,0-12,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,1,Month-to-month,Yes,Electronic check,20.25,Low,61.45,0,
Female,No,Yes,Yes,51,49-60,Yes,No,Fiber optic,Yes,Yes,No,No,No,No,4,Month-to-month,Yes,Bank transfer (automatic),79.15,Medium,4018.55,0,
Male,Yes,Yes,No,64,61-72,Yes,Yes,Fiber optic,No,Yes,Yes,No,No,Yes,6,Month-to-month,Yes,Electronic check,94.25,High,6081.4,0,
Female,No,No,No,37,37-48,No,No phone service,DSL,No,No,Yes,No,No,Yes,3,Month-to-month,Yes,Credit card (automatic),40.2,Low,1478.85,0,
Male,No,No,No,13,13-24,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,1,Two year,No,Mailed check,19.95,Low,243.65,0,
Male,No,Yes,No,49,49-60,Yes,Yes,DSL,Yes,No,No,No,No,No,4,One year,Yes,Electronic check,55.35,Medium,2633.95,0,
Female,Yes,No,No,45,37-48,Yes,Yes,Fiber optic,No,No,Yes,No,Yes,Yes,6,One year,Yes,Bank transfer (automatic),102.15,High,4735.35,0,
Female,No,No,No,18,13-24,Yes,No,Fiber optic,No,No,No,No,No,No,2,Month-to-month,Yes,Electronic check,71.1,Medium,1247.75,0,
Male,No,Yes,No,68,61-72,No,No phone service,DSL,Yes,No,Yes,No,Yes,Yes,5,Two year,Yes,Bank transfer (automatic),54.1,Medium,3794.5,0,
Male,No,No,No,54,49-60,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,1,Two year,No,Credit card (automatic),19.65,Low,1008.7,0,
Female,Yes,Yes,Yes,23,13-24,Yes,No,Fiber optic,No,Yes,Yes,No,No,Yes,5,Month-to-month,Yes,Bank transfer (automatic),88.45,High,2130.55,0,
Male,No,Yes,No,71,61-72,Yes,Yes,DSL,Yes,Yes,Yes,Yes,No,Yes,8,Two year,No,Credit card (automatic),80.4,Medium,5727.15,0,
Female,No,Yes,Yes,67,61-72,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,1,Two year,Yes,Bank transfer (automatic),19.25,Low,1372.9,0,
Female,No,Yes,Yes,14,13-24,Yes,Yes,Fiber optic,No,No,No,No,Yes,No,4,Month-to-month,Yes,Electronic check,84.8,Medium,1203.9,0,
Female,No,No,Yes,63,61-72,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,1,Two year,No,Credit card (automatic),19.5,Low,1215.1,0,
Female,No,No,No,41,37-48,Yes,Yes,DSL,No,No,Yes,Yes,No,Yes,6,One year,Yes,Electronic check,68.6,Medium,2877.05,0,
Female,No,Yes,No,17,13-24,Yes,Yes,Fiber optic,No,No,No,No,Yes,Yes,5,Month-to-month,No,Electronic check,92.6,High,1579.7,0,
Male,No,Yes,No,56,49-60,Yes,Yes,Fiber optic,Yes,No,No,No,Yes,Yes,6,One year,Yes,Electronic check,100.55,High,5514.95,0,
Female,No,No,No,5,0-12,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,1,Month-to-month,No,Credit card (automatic),20.55,Low,96.1,0,
Female,No,Yes,No,3,0-12,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,1,Month-to-month,Yes,Mailed check,19.6,Low,55.25,0,
Male,No,No,No,37,37-48,Yes,Yes,DSL,Yes,Yes,Yes,Yes,No,No,7,One year,No,Electronic check,67.45,Medium,2443.3,0,
Male,No,No,No,8,0-12,Yes,No,DSL,No,No,No,No,No,No,2,Month-to-month,No,Mailed check,43.55,Low,335.4,0,
Female,No,No,No,63,61-72,Yes,Yes,Fiber optic,No,Yes,Yes,Yes,Yes,Yes,8,Month-to-month,Yes,Credit card (automatic),109.85,High,7002.95,0,
Female,No,Yes,Yes,7,0-12,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,1,Month-to-month,No,Mailed check,20.65,Low,158.95,0,
Female,No,No,No,3,0-12,Yes,No,Fiber optic,No,Yes,No,No,Yes,Yes,5,Month-to-month,No,Electronic check,95.4,High,293.15,0,
Male,No,Yes,Yes,72,61-72,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,1,Two year,No,Bank transfer (automatic),21.0,Low,1493.75,0,
Female,No,No,No,19,13-24,Yes,No,DSL,No,No,No,No,No,Yes,3,Month-to-month,Yes,Electronic check,56.2,Medium,1093.4,0,
Female,No,Yes,No,59,49-60,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,1,Two year,No,Bank transfer (automatic),18.4,Low,1057.85,0,
Female,No,Yes,Yes,35,25-36,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,2,Month-to-month,Yes,Electronic check,25.75,Low,882.55,0,
Male,No,No,No,14,13-24,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,1,Month-to-month,No,Credit card (automatic),19.6,Low,300.4,0,
Female,No,Yes,Yes,69,61-72,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,1,Two year,No,Credit card (automatic),19.8,Low,1436.95,0,
Male,Yes,Yes,No,7,0-12,Yes,Yes,DSL,Yes,Yes,No,Yes,No,No,6,Month-to-month,No,Electronic check,64.2,Medium,475.0,0,
Male,No,Yes,No,69,61-72,Yes,No,DSL,Yes,Yes,Yes,Yes,Yes,No,7,Two year,Yes,Bank transfer (automatic),75.75,Medium,5388.15,0,
Female,No,Yes,No,72,61-72,Yes,Yes,DSL,No,Yes,No,Yes,Yes,Yes,7,Two year,Yes,Electronic check,78.95,Medium,5730.15,0,
Female,No,Yes,Yes,4,0-12,Yes,No,DSL,Yes,No,No,No,No,No,3,Month-to-month,No,Electronic check,50.3,Medium,217.1,0,
Male,No,Yes,Yes,63,61-72,Yes,No,Fiber optic,No,Yes,Yes,No,No,No,4,Month-to-month,Yes,Credit card (automatic),80.3,Medium,4896.35,0,
Male,No,No,No,72,61-72,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,1,Two year,No,Bank transfer (automatic),19.85,Low,1434.1,0,
Female,No,No,No,46,37-48,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,1,Two year,Yes,Electronic check,21.1,Low,937.1,0,
Male,No,Yes,No,30,25-36,Yes,No,DSL,No,No,Yes,No,No,No,3,Month-to-month,Yes,Mailed check,50.0,Low,1474.9,0,
Male,No,No,No,63,61-72,Yes,Yes,Fiber optic,No,Yes,Yes,No,Yes,Yes,7,Two year,Yes,Bank transfer (automatic),104.75,High,6536.5,0,
Female,No,No,No,60,49-60,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,1,Two year,No,Bank transfer (automatic),19.85,Low,1128.1,0,
Male,No,Yes,Yes,25,25-36,Yes,No,Fiber optic,No,No,No,Yes,Yes,No,4,Month-to-month,No,Electronic check,85.9,High,2199.05,0,
Male,Yes,Yes,No,6,0-12,Yes,Yes,Fiber optic,No,No,Yes,No,No,No,4,Month-to-month,Yes,Electronic check,80.8,Medium,457.1,0,
Male,No,No,No,22,13-24,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,2,Two year,No,Mailed check,25.25,Low,566.5,0,
Female,No,Yes,No,31,25-36,Yes,Yes,DSL,No,Yes,No,Yes,Yes,Yes,7,Two year,No,Bank transfer (automatic),80.55,Medium,2471.6,0,
Female,No,Yes,Yes,39,37-48,Yes,No,Fiber optic,No,No,Yes,Yes,No,No,4,Month-to-month,Yes,Bank transfer (automatic),81.5,Medium,3107.3,0,
Male,No,No,No,26,25-36,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,1,Month-to-month,No,Mailed check,20.9,Low,518.3,0,
Male,No,No,No,12,0-12,Yes,Yes,DSL,Yes,Yes,No,Yes,No,No,6,Month-to-month,Yes,Electronic check,67.25,Medium,832.3,0,
Female,No,No,No,2,0-12,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,1,Month-to-month,No,Mailed check,20.35,Low,45.3,0,
Male,No,No,No,39,37-48,No,No phone service,DSL,Yes,No,No,Yes,Yes,No,4,One year,No,Bank transfer (automatic),45.05,Low,1790.6,0,
Female,No,Yes,Yes,7,0-12,No,No phone service,DSL,Yes,No,No,Yes,No,No,3,Month-to-month,No,Mailed check,34.65,Low,246.6,0,
Male,Yes,No,No,4,0-12,Yes,No,Fiber optic,No,No,No,No,No,No,2,Month-to-month,No,Electronic check,69.35,Medium,261.65,0,
Female,No,No,No,55,49-60,Yes,No,Fiber optic,No,Yes,Yes,No,No,No,4,Month-to-month,Yes,Electronic check,81.55,Medium,4509.5,0,
Male,No,Yes,No,72,61-72,Yes,No,DSL,No,Yes,Yes,No,Yes,Yes,6,Two year,Yes,Bank transfer (automatic),75.4,Medium,5480.25,0,
Female,No,Yes,No,10,0-12,Yes,No,DSL,No,No,Yes,No,Yes,Yes,5,Month-to-month,Yes,Credit card (automatic),67.8,Medium,653.15,0,
Male,Yes,No,No,11,0-12,Yes,Yes,Fiber optic,No,Yes,Yes,Yes,Yes,Yes,8,Month-to-month,Yes,Electronic check,111.4,High,1183.05,0,
Female,No,Yes,Yes,15,13-24,Yes,No,DSL,No,No,No,No,No,No,2,Month-to-month,No,Electronic check,46.3,Low,639.45,0,
Female,No,Yes,Yes,23,13-24,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,1,Two year,No,Bank transfer (automatic),20.4,Low,478.75,0,
Male,No,No,Yes,1,0-12,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,1,Month-to-month,No,Mailed check,20.05,Low,20.05,0,
Male,No,Yes,Yes,47,37-48,Yes,No,Fiber optic,Yes,Yes,Yes,No,No,Yes,6,One year,Yes,Electronic check,96.1,High,4391.45,0,
Female,No,No,No,15,13-24,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,1,One year,No,Mailed check,19.65,Low,270.6,0,
Female,Yes,Yes,No,68,61-72,Yes,No,DSL,No,Yes,Yes,Yes,No,No,5,One year,Yes,Bank transfer (automatic),60.65,Medium,3975.9,0,
Female,Yes,Yes,No,21,13-24,Yes,Yes,DSL,No,Yes,Yes,No,No,Yes,6,One year,No,Bank transfer (automatic),71.7,Medium,1497.05,0,
Male,No,No,No,21,13-24,No,No phone service,DSL,No,Yes,No,Yes,No,No,3,Month-to-month,Yes,Mailed check,36.0,Low,780.15,0,
Female,No,Yes,No,56,49-60,Yes,Yes,DSL,Yes,No,No,No,Yes,No,5,One year,No,Bank transfer (automatic),65.2,Medium,3512.15,0,
Female,No,Yes,Yes,6,0-12,Yes,Yes,DSL,No,No,No,No,No,No,3,Month-to-month,Yes,Credit card (automatic),48.95,Low,273.25,0,
Female,Yes,No,No,65,61-72,No,No phone service,DSL,No,Yes,Yes,No,Yes,Yes,5,Two year,Yes,Bank transfer (automatic),53.5,Medium,3517.9,0,
Male,No,Yes,No,42,37-48,Yes,Yes,DSL,Yes,No,No,Yes,Yes,Yes,7,One year,No,Credit card (automatic),80.45,Medium,3375.9,0,
Female,No,Yes,Yes,68,61-72,Yes,Yes,Fiber optic,Yes,No,Yes,Yes,Yes,Yes,8,Two year,Yes,Bank transfer (automatic),109.05,High,7508.55,0,
Male,No,Yes,Yes,48,37-48,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,2,Two year,No,Bank transfer (automatic),26.3,Low,1245.05,0,
Female,Yes,No,No,50,49-60,Yes,Yes,Fiber optic,No,Yes,No,Yes,Yes,Yes,7,One year,Yes,Electronic check,106.8,High,5347.95,0,
Female,Yes,No,No,7,0-12,Yes,No,DSL,No,Yes,Yes,No,Yes,No,5,Month-to-month,Yes,Electronic check,64.95,Medium,493.65,0,
Female,No,Yes,Yes,63,61-72,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,1,Two year,No,Electronic check,19.35,Low,1263.85,0,
Male,No,No,No,17,13-24,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,1,Month-to-month,No,Credit card (automatic),21.1,Low,385.55,0,
Male,No,Yes,Yes,4,0-12,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,1,Month-to-month,No,Mailed check,18.85,Low,84.2,0,
Female,No,No,Yes,62,61-72,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,2,Two year,No,Bank transfer (automatic),26.0,Low,1638.7,0,
Female,No,Yes,No,2,0-12,Yes,No,Fiber optic,No,No,No,No,No,No,2,Month-to-month,Yes,Electronic check,70.35,Medium,120.25,0,
Male,No,Yes,No,48,37-48,Yes,Yes,Fiber optic,Yes,Yes,Yes,No,Yes,No,7,Two year,Yes,Bank transfer (automatic),96.9,High,4473.45,0,
Male,No,Yes,No,27,25-36,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,1,Two year,No,Bank transfer (automatic),19.55,Low,520.55,0,
Female,No,Yes,No,70,61-72,Yes,No,DSL,No,Yes,Yes,Yes,Yes,Yes,7,Two year,Yes,Bank transfer (automatic),80.4,Medium,5717.85,0,
Male,No,Yes,No,46,37-48,Yes,Yes,Fiber optic,No,Yes,Yes,No,Yes,No,6,One year,Yes,Electronic check,94.65,High,4312.5,0,
Male,No,Yes,Yes,69,61-72,Yes,Yes,Fiber optic,No,Yes,Yes,No,Yes,No,6,One year,No,Credit card (automatic),95.75,High,6511.25,0,
Male,No,No,No,65,61-72,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,1,Two year,Yes,Credit card (automatic),19.55,Low,1218.65,0,
Male,Yes,Yes,Yes,72,61-72,Yes,No,Fiber optic,Yes,No,Yes,Yes,Yes,Yes,7,Two year,Yes,Credit card (automatic),104.1,High,7447.7,0,
Male,No,No,No,17,13-24,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,1,One year,Yes,Mailed check,20.1,Low,279.5,0,
Male,No,Yes,No,51,49-60,Yes,Yes,Fiber optic,Yes,No,Yes,Yes,Yes,Yes,8,One year,Yes,Electronic check,111.55,High,5720.35,0,
Male,No,Yes,No,51,49-60,Yes,No,DSL,Yes,Yes,No,Yes,No,No,5,Two year,No,Credit card (automatic),60.5,Medium,3121.45,0,
Female,No,Yes,No,72,61-72,Yes,Yes,DSL,Yes,Yes,Yes,Yes,Yes,Yes,9,Two year,Yes,Bank transfer (automatic),90.95,High,6468.6,0,
Male,No,No,No,34,25-36,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,1,Month-to-month,No,Mailed check,19.7,Low,675.6,0,
Male,No,Yes,No,67,61-72,No,No phone service,DSL,Yes,Yes,No,Yes,No,Yes,5,Two year,Yes,Bank transfer (automatic),50.95,Medium,3521.7,0,
Female,No,Yes,No,49,49-60,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,1,One year,Yes,Bank transfer (automatic),20.05,Low,923.1,0,
Male,No,Yes,Yes,53,49-60,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,1,Two year,Yes,Mailed check,19.4,Low,1110.35,0,
Male,No,No,No,27,25-36,Yes,Yes,DSL,No,No,Yes,Yes,No,No,5,Month-to-month,No,Electronic check,59.45,Medium,1611.65,0,
Male,No,No,No,69,61-72,Yes,Yes,DSL,Yes,Yes,Yes,Yes,No,Yes,8,Two year,Yes,Credit card (automatic),81.5,Medium,5553.25,0,
Female,No,Yes,Yes,2,0-12,No,No phone service,DSL,No,No,No,Yes,No,No,2,Month-to-month,No,Bank transfer (automatic),29.05,Low,44.75,0,
Female,No,Yes,No,46,37-48,Yes,No,DSL,Yes,Yes,No,Yes,No,Yes,6,One year,No,Mailed check,70.6,Medium,3231.05,0,
Female,No,No,No,54,49-60,Yes,Yes,Fiber optic,No,Yes,No,No,Yes,Yes,6,Two year,Yes,Bank transfer (automatic),97.2,High,5129.45,0,
Male,No,No,No,20,13-24,Yes,Yes,DSL,Yes,No,No,Yes,No,No,5,Month-to-month,No,Bank transfer (automatic),59.2,Medium,1191.2,0,
Male,No,No,No,11,0-12,Yes,No,Fiber optic,No,Yes,No,No,No,No,3,Month-to-month,Yes,Mailed check,75.9,Medium,866.4,0,
Female,Yes,Yes,No,30,25-36,Yes,Yes,Fiber optic,No,Yes,No,No,Yes,No,5,Month-to-month,Yes,Electronic check,90.05,High,2627.2,0,
Male,No,Yes,No,68,61-72,Yes,No,DSL,Yes,Yes,Yes,No,No,Yes,6,Two year,No,Bank transfer (automatic),70.95,Medium,4741.45,0,
Male,Yes,Yes,No,38,37-48,Yes,Yes,Fiber optic,No,Yes,Yes,No,Yes,Yes,7,Month-to-month,Yes,Electronic check,102.6,High,4009.2,0,
Female,No,No,No,1,0-12,Yes,No,DSL,No,No,No,No,No,No,2,Month-to-month,No,Electronic check,43.8,Low,43.8,0,
